L7_7605	463.88499298737725	513.785057224148
L7_7606	457.2230014025245	518.0362338205653
L7_7757	470.8976157082749	517.42892287822
L7_7758	464.23562412342216	521.6800994746372
L7_7759	457.5736325385694	525.9312760710545
L7_7910	477.9102384291725	521.072788532292
L7_7911	471.24824684431974	525.3239651287092
L7_7912	464.586255259467	529.5751417251265
L7_7913	457.9242636746143	533.8263183215438
L7_8067	478.2608695652174	528.9678307827812
L7_8068	471.59887798036465	533.2190073791985
L7_8069	464.9368863955119	537.4701839756158
L7_8070	458.2748948106592	541.7213605720331
L7_8225	478.6115007012623	536.8628730332705
L7_8226	471.9495091164095	541.1140496296878
L7_8227	465.2875175315568	545.365226226105
L7_8228	458.62552594670404	549.6164028225223
L7_8383	485.62412342215987	540.5067386873425
L7_8384	478.96213183730714	544.7579152837598
L7_8385	472.3001402524544	549.009091880177
L7_8386	465.6381486676017	553.2602684765943
L7_8544	485.9747545582048	548.4017809378317
L7_8545	479.312762973352	552.652957534249
L7_8546	472.65077138849927	556.9041341306663
L7_8547	465.98877980364654	561.1553107270836
L7_8706	486.32538569424963	556.296823188321
L7_8707	479.6633941093969	560.5479997847383
L7_8708	473.0014025245442	564.7991763811556
L7_8709	466.33941093969145	569.0503529775729
L7_8870	486.67601683029454	564.1918654388103
L7_8871	480.01402524544176	568.4430420352276
L7_8872	473.35203366058903	572.6942186316448
L7_8873	466.6900420757363	576.9453952280621
L7_9034	493.6886395511921	567.8357310928822
L7_9035	487.0266479663394	572.0869076892996
L7_9036	480.36465638148667	576.3380842857168
L7_9037	473.70266479663394	580.5892608821341
L7_9038	467.0406732117812	584.8404374785514
L7_9202	487.37727910238425	579.9819499397888
L7_9203	480.7152875175315	584.2331265362061
L7_9204	474.0532959326788	588.4843031326234
L7_9205	467.39130434782606	592.7354797290407
L7_9371	481.06591865357643	592.1281687866954
L7_9372	474.4039270687237	596.3793453831126
L7_9373	467.741935483871	600.6305219795299
L7_9541	481.4165497896213	600.0232110371846
L7_9542	474.75455820476856	604.2743876336019
L7_9543	468.09256661991583	608.5255642300192
L7_9713	475.10518934081347	612.1694298840912
L7_9714	468.44319775596074	616.4206064805085
L7_9886	475.4558204768583	620.0644721345805
L7_9887	468.7938288920056	624.3156487309977
